,id,tweet,classification,tweet_
19,802227237000978432,En mi pueblo anda una patrulla de @fuerzapublicaCR recolectando alimentos no perecederos. En mi casa ya donamos #CostaRicaUnida,2,pueblo andar patrulla recolectar alimento no perecedero casa donar
20,811617569295699968,Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,0,romper pantalón por muslo hasta debajo nalga modo
21,798239489734807552,"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",2,cr estudiante periodismo encantar ámbito deportivo admirar sueño conocer él porfa
22,790913130545057792,"No me niegues, Señor, tu misericordia; que siempre me protejan tu amor y tu verdad. Salmos 40:11 Buen día a todos",2,no nieguser señor tu misericordia siempre proteger tu amor tu verdad salmo buen día
23,792520091204222980,"Primer vez en años que no tengo plan de Halloween, difraz, nada... solo quiero terminar de estudiar rápido y ver el partido",1,primero vez año no plan halloween disfraz nada solo querer terminar estudiar rápido ver partido
24,796767254872489984,Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,1,estresado examen mañana si perder jaja pero pasar curso
25,786728406633156608,"Mañana tengo examen de química e inglés, y aquí estoy acostada, con el celular, conciente de que no se ni que temas me entran",0,mañana examen químico inglés aquí acostado celular conciente no ni tema entrar
26,756520939492302849,"Maes, la vida es una mierda: estén felices o no. Mejor sonrían y aprovechen el tiempo. Estar amargado no la va a hacer menos mierda.",1,maes vida mierdar feliz no mejor sonrir aprovechir tiempo amargado no ir hacer menos mierda
27,774723515995914240,Acabo de ver una chamaca con un piercing de mota en el ombligo. Lo peor es que tiene cara de que lo que fuma es jamón,0,acabar ver hamaca piercing mota ombligo peor cara fumo jamón
28,762419931371622400,Delicioso @ San Rafael Ezcazu,2,delicioso san rafael
29,759198767451025408,@AnaVM @Katagelon fijo está demasiado hermoso,2,fijo demasiado hermoso
30,812196050903728128,Qué rico el silencio de mi cuarto,2,rico silencio cuarto
31,808491123559845889,Mis lunes no volverán a ser iguales @Luis_GadeaA,1,lunes no volver ser igual
32,813972029267410944,Lo extraño demasiado! 5 días es demasiado para mí,0,extraño demasiado día demasiado
33,813907408120672258,No me arrepiento de nada ah Ojalá tuviera dinero infinito,1,no arrepientir nada ah ojalá dinero infinito
34,808901597615034372,@charlie10cr seguro las productoras estaban centradas en traer los de siempre,0,seguro productora centrado traer siempre
35,813541810853310464,"@cotarola Te mando un abrazo. Vienen días duros, pero se superan eventualmente",2,mando abrazo venir día duro pero superar eventualmente
36,816042138014253056,"Estoy viendo #Bridegroom en Netflix y me tiene de un puro moco, véanla!",2,ver puro moco véanlir
37,800576201244995584,"11.46PM y tengo hambre, mejor me acuesto ya por que la panadería está cerrada",0,pm hambrar mejor acuesto por panadería cerrado
38,812752893946236928,"@KimberlyReyesC4 Como te digo, come maaaas y en mi casa sólo estamos mamá y yo",1,decir come mas casa sólo mamá yo
39,813596007481167872,"Me voy mañana para la playa, confiando que el sol me quite esta gripe tan horrible.",2,ir mañana playa confiar sol quitir gripe horrible
40,800830813650743296,"@valealfaroq Yo ando en las mismas, pero no tanto dolor sino inflamación y parezco embarazada. ¡Qué horror!",0,yo ar mismo pero no dolor sino inflamación parecer embarazado horror
41,801607174636077056,"@Brenes0791 Yo estoy super ansiosa, el asueto me da la tranquilidad de estar con mis papás, nada más",0,yo super ansiós asueto dar tranquilidad papá nada
42,800443454547521544,"Que se hace cuando mi mamá tiene facebook, y no me da pelota por estar metida en el celular.",0,hacer mamá facebook no dar pelota por metido celular
43,795852476205465600,"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",0,aprender no prestar cosa parecer hacer mucho divertido nunca devolver él
44,796715835888988160,Cuando yo vi al Pipi aquí en la conferencia de prensa casi lloro como ese niño Pero solo estaba ahí temblando,1,yo ver pipi aquí conferenciar prensa casi lloro niño pero solo ahí temblar
45,802298017617326080,@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,2,sentir mucho identificado tweet ver tu cuenta mejor amiga aveces dar it cosa
46,798593094409211904,"@avargas10785 yo hago eso, sino nadie contesta, así ven que no es mi culpa que no se muevan las cosas, perdón por vivir",1,yo hacer sino nadie contesto así ver no culpar no mueir cosa perdón por vivir
47,768160329486495744,Hoy tengo 2 preguntas existenciales...1) ¿Por qué hoy esta haciendo TANTO frío? y 2) ¿Porque me volvió a dar hipo después de tantos años?,1,hoy pregunta existencial por hoy hacer frío volver dar hipo después año
48,784254527365013504,"La vara es que ya tengo como 3 quiz, una eición, dos exámenes, un ensayo, y lo peor es que mis vacaciones ya casi acaban",0,vara quiz edición dos examen ensayo peor vacación casi acabar
49,762833657526497281,"@byCoba con agua, hielo regularmente para que se mantenga fresca y un poquito de azúcar a la semana, me han durado hasta más de 1 mes.",2,agua hielo regularmente mantener fresca poquito azúcar semana durado hasta mes
50,763042513913544705,Nos encanta hacerte feliz @rubndu,2,encantar hacer tú feliz
51,798320488619577344,Que buena vibra me transmite @Cocofunka,2,buen vibrar transmitir
52,817864316372348928,no encuentro ninguna buena serie en NF.,0,no encontrar ninguno buen serie no
53,812433686750756864,"@cmfluisangel ...Misionero ideal, Oh Claret! ...109 beatos nuevos",2,misionero ideal oh clare beato nuevo
54,817069708927266816,@Alphasniper97 Alpha suerte y ten un feliz año 2017,2,alpha suerte ten feliz año
55,808862160994664448,Cada vez que veo a esa muchacha está más guapa,2,cada vez ver muchacha guapo
56,811195457657569280,@msalgadocr de fijoooo. Y luego juntos olvidamos que fuimos a Palmares,1,fijo luego junto olvidar palomar
57,814193006739918848,@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad,0,si decir quiero mamón chino decir vulgaridad
58,813854554001436677,@zeroanima Esto me hizo feliz pero aun mas triste por no poder teletrabajar,0,hacer feliz pero aun mas triste por no poder
59,801513687848779777,"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",0,bonito lluvia regresar tocar ir por hermanita kinder
60,811955602046013440,"@edgumaco me acuerdo de la clínica Norza, el Peri, las casas en lotes llobet dañadas",1,acuerdo clínico norma peri casa lot dañado
61,809286148916920320,"@Ka_Arroyo_ jajaja yo nunca spoileo, eso lo odio pero le recomiendo no meterse a Tw mañana",2,jajajar yo nunca spoiler odio pero recomendar no meter él mañana
62,800765569880522752,"Hola, @latrwn1. En este momento no lo tenemos, pero como siempre: queda encargado para el próximo pedido",1,hola momento no pero siempre quedar encargado próximo pedido
63,801978181167288320,"@gaby_mata25 La voz sepsi que debe tener Que dicha Gaby! Ya el lunes regresará ""con toda la pata""",2,voz sepsis deber tener dicho gaby lunes regresar pata
64,801890405939867649,"@AnDiGu Hola, me dijo que estaba bien, fuertes aguaceros y mucho viento pero todo bajo control. Gracias por preguntar",2,hola decir bien fuerte aguacero mucho viento pero bajo control gracias por preguntar
65,796260285220843521,@jdclarke y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,0,mae no desastroso aparente campaña hope is all we have left
66,798747276466384896,@LovatoMyLight jajaja exacto! Esta todo igual solo que mas serio pero nada de declaraciones aun. Solo que siempre nos decimos asi.,1,jajajar exacto igual solo mas serio pero nada declaración aun solo siempre decir asi
67,796852759572217860,Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,0,jajar trump primero mes ir traer abajo toc ir ir mierda
68,808498787182317569,@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,0,querer ayudar pero no poder menor no tarjetar mucho menos dinero si dar
69,778387007831552000,"@GaboJimenex jajaja. Yo me pegué el susto de la vida, y luego la espera por meterlo al taller de iCon. Pero ya está vivo.",1,jajaja yo pegar susto vida luego esperar por meter él taller icon pero vivir
70,782939496413212672,"Mi consejo de hoy es: Si quieres que esa persona tan especial para ti nunca te olvide, pídele dinero prestado y nunca se lo pagues",1,consejo hoy si querer persona especial nunca olvidar pídelar dinero prestado nunca pagues
71,772264329433509888,"@doriamdiaz El de Halfon de Germinal se ve mortal. Y los de Mary Jo Bang se fueron volando, pero todavía quedan. En Duluoz hay de Salcedo",2,halcon terminal ver mortal mary jo bang volar pero todavía quedar
72,756618178650923008,Parce yo estoy igual @PaisaVlogs,1,parce yo igual
73,800475290464043009,Ay la canción de tercer cielo,1,ay canción tercer cielo
74,812354803485540352,Amo la nueva canción de Sofía Reyes,2,amar nuevo canción sofía reyes
75,813911552172625921,Cuando queres comprar muchas cosas pero eres pobre,0,querer comprar mucho cosa pero pobre
76,814536151952461824,Si ocupan gente para una mejenga yo estoy disponible,1,si ocupar gente yo disponible
77,814670953611460608,@argmau deben ser mejores las que no me hacen menchon,2,deber ser mejor no hacer
78,815954242070609922,@nubecina @grassengel pero no están en el cantón central de SJO,1,pero no cantón central ojo
79,809428087935004672,"Buen día @Dr_ivrecagu muchas gracias por su comentario, es un gusto servirle.",2,buen día mucho gracia por comentario gusto servir él
80,812166030462160897,Me da tanta playada tener que ponerle el cono de nuevo a whiska,0,dar plagado tener poner él cono nuevo whisky
81,806955308408934400,"@Fressia_Montero ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!",2,por tenés día actividad mucho película disponible asistir
82,800768688270020608,Maldita lluvia me mata mi negocio. Así nadie quiere bañar ni sacar a los perros.,0,maldito lluvia mata negocio así nadie querer bañar ni sacar perro
83,800719427125833728,"El tren cada media hora es un mito urbano, no ha pasado el de las 9",1,tren cada medio hora mito urbano no pasado
84,800773852783644672,Veo que sí la depresión tropical se convierte en huracán se llamará Otto. Que comience el MemeFest!,0,ver depresión tropical convertir huracán llamar otto comenzar
85,810540437819760642,Ayer me dieron una botella y le pegue un trago pensando que era yin o Fresca gracias marifer,0,ayer dar botella pegar trago pensar yin fresco gracias
86,801577371476299776,"@Maluavi @edmed82 @figuerescr invitadísimo a hacer las cosas diferente, hay que involucrarse y dar espacios a la mejor gente.",1,hacer cosa diferente involucrar él dar espacio mejor gente
87,797532460884037632,"Hoy tenemos la sección ""De su propia voz"" y es por parte del grupo @limite21 ¿Qué nos contarán? Descubrílo en…",1,hoy sección propio voz por parte grupo contar
88,799128741393920000,"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",0,imposible querer ir él yo pequeño esperanza saber imposible pero ahora llevar
89,796200964684468225,@SalgueroMoya por cada acción cometió como 4 delitos a la vez. Eso se llama concurso ideal. O material. Ya no me acuerdo,1,por cada acción cometer delito vez llamar concurso ideal material no acuerdo
90,796208842640097280,No es posible que Trump vaya ganando las elecciones y que yo aún no me gane una pizza de @OterosPizza. ¡¿Qué es esto?!,0,no posible trump ir ganar elección yo aún no ganar pizza
91,796855421424324613,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,2,nunca ganado nada chulo probar nuevo pizza tarde siberián crown pizza
92,762980998762012672,Y las emergencias? La gente que necesita ir a hospitales? Los que esperan cita desde hace años? Ahhh no! Yo apoyo el paro nacional jijis,0,emergencia gente necesitar ir hospital esperar citar hacer año ahhh no yo apoyo paro nacional jiji
93,776158675476090880,@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani,2,asi ser yo alegrar solo si barca perder qe influya madrid cmo liga ayer tuan
94,768225400254111744,@NoilyMV yo soy totalmente puntual,1,yo totalmente puntual
95,796328841052618752,@natyrodriguez Demasiada decepción con la humanidad,0,demasiado decepción humanidad
96,807779949998391296,@Izzytica @Unodien regla de los 3 segundos,1,reglar segundo
97,812762537938788352,"@moriuper hola! No, ya no hay más sur",1,hola no no sur
98,816038188607242240,Ser productora radiofónica es lo mejor de la vida,2,ser productora radiofónico mejor vida
99,810599314213011456,"@victorA_perez Ah bueno, gracias por estar taaaan pendiente de nosotros",2,ah bueno gracias por pendiente yo
100,811231191332487169,"@Jey_Gut Aun no tenemos fechas definidas, pero te avisamos apenas sepamos",1,aun no fecha definido pero avisar apenas sepamos
101,812111423102926851,@Leiva89 lo puse y ví la INT de Manning. Está empezando igual,1,poner ver in manning empezar igual
102,812906523936587776,"Pensé hacer algo con Belén y machu, pero de nuevo me dejaron sola",0,pensar hacer belén macho pero nuevo dejar solo
103,807004656069132289,"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",1,mejor decir ir comer helado ocaber salir
104,811614576861216768,"Que chiva pasar debajo del puente de la platina, siempre he querido ...es en serio.",2,chiir pasar debajo puente platín siempre querido s serio
105,801122512776073216,"tengo como 10 horas de estar mareado y con ganas de vomitar, ya esta bueno verdad.",0,hora mareado gana vomitar bueno verdad
106,809950354611826688,Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,2,hacer sentir bien ver ex no sentir absolutamente nada por
107,801070468677648384,"Mi mamá me dice que no vaya al colé, en serio que la amo. Pero tengo que ir",2,mamá decir no vaya colar serio amar pero ir
108,798206253541584896,Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,2,adquirir sitio abarcar país hasta momento parecido excelente herramienta
109,794724597220446210,"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",2,pues saber pero piénselir último esfuerzo ahorita llegar vacación
110,803418254819651584,"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",0,men no mas perder yo unico importar divertirnos viendotar jugar
111,786464649239752704,"@mhariprada Por lo menos lo tenes ahí. No me acuerdo la última vez que yo vi al mío (amo esa canción, btw)",1,por menos tén ahí no acuerdo último vez yo ver amar canción bow
112,767154504647139328,"@JArmandoCS ¿Vos también estabas? Ay que triste nombres sí, yo estaba durmiendo, para ir a clase hoy a las 7:30am ¡¡Te extraño bebé!!",0,vos ay triste nombre yo dormir ir clase hoy am extraño bebé
113,762076127376515073,"@MicroCoAnSh seamos sinceros: Mi rostro inocente y un: Amigo, no me podés abrir? Es que perdí las llaves y mi roommate no contesta Abre",1,sincero rostro inocente amigo no podés abrir perdí llave no contesto abrir
114,782096477183148032,"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje",1,por gimnasio ir cobrar mil colones año no matriculé hacer matemática siguiente viaje
115,785015004647030784,@D4rkusPl4y ah era hoy? mañana durante el día puede llamarme y con mucho gusto a plena luz del día no en lo oscurito en barrios mierda,0,ah hoy mañana día poder llamar yo mucho gusto pleno luz día no barrio mierdar
116,808357021909192705,@MauHCorona Lo normal es aburrido.,1,normal aburrido
117,800547473341218816,"@francellabrenes Rajado, y mientras llega acá",0,rajado mientras llegar acá
118,801504187314016256,@cris525cr que todo les salga muy bonito,2,salir mucho bonito
119,813077435386302468,"Tener grandes eectativas a futuro, eso es vida",2,tener grande futuro vida
120,812910113963048960,"Feliz navidad, feliz navidad, feliz navidad y feliz navidad",2,feliz navidad feliz navidad feliz navidad feliz navidad
121,814907771829239808,Ayer lloré viendo a @AlexBadilla en el snap que playada,0,ayer lloré ver snap plagado
122,812110006564831234,@conejoceni01 dígame que no es caro porque ya estoy bien pobre,1,dígamar no caro bien pobre
123,808473316520562688,Feliz terminé cuatri fue un éxito . Ahora sueño con algo grande,2,feliz terminar cuatro éxito ahora sueño grande
124,809169530731823106,@Lalusa @moboza @Andrey_Amador errar es d humanos. no debe d pasar a más.,2,errar humano no deber pasar
125,796781652454338560,Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,2,mucho chingado traer almuerzo trabajo gracias
126,813584750380204034,Envidio de buena manera a los que tienen la oportunidad de ir mañana al estadio,2,envidio buen manera oportunidad ir mañana estadio
127,802071121084514304,@tvnnoticias No para esa hora. Es devastador el efecto de #OttoCR en mi país en realidad,0,no hora devastador efecto país realidad
128,800366436904562688,No mames lo triste Gabriel Badilla y por el corazon! El miedo que me dan esas cosas.,0,no mamser triste gabriel ladilla por corazon miedo dar cosa
129,808530298799587329,Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,0,hoy llegar minuto tarde clase literalmente solo minuto durar llegar u
130,809561788824059906,"@AzulAlytaSoy nombs cuál tercera. Yo voy a muchas actividades de @bnmascerca en el año, ya van más de tres",1,nomás cuál tercero yo ir mucho actividad año ir tres
131,797224842567315456,"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",1,encontrar tarjeta pegado cajero llamé banco reportar él dueña poder tranquilo
132,793251112283353088,@JosePB17 su mamá va??? Yo también voy . Pero fijo ya ella no se acuerda de mi y yo soy distraida,1,mamá ir yo ir pero fijo él no acordar yo distraidir
133,808341965188333568,Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,2,si comer crepa bebida café smoothie hoy feria navideño esparzo poner
134,759229676669792257,"Llego a la casa a las 9:20 caminando, no hay comida, todos están dormidos, mañana tengo clases a las 8am, todo esta bien",0,llegar casa caminar no comida dormido mañana clase am bien
135,757258941210382340,"Mae mañana llego a las 10, cuidado te quedas dormida porque a las 10 estoy ahí -Liena, se quedó dormida y no ha llegado.",0,mae mañana llego cuidado queda dormido ahí lleno quedar dormido no llegar
136,799600564283801600,Me estaba sacando las cejas y como se me ocurren cosas geniales decidí arrancarme una pestaña y ahora me duele el párpado y se hinchó,0,sacar ceja ocurrir cosa genial decidir arrancarme pestaño ahora doler párpado hinchar
137,780014158708215808,"Todos queríamos ver las 2 ticas juntas en la final pero así es esto , ahora le toca a lei q avanza a la final #VISSLAISAworldjuniors",0,querer ver toca junto final pero así ahora tocar lei avanzar final
138,799482352384741376,Hoy me desvelo de nuevo,1,hoy desvelar nuevo
139,769270495971770368,@sancarlena77 @frankgrs nunca dije lo contrario,1,nunca decir contrario
140,815326818479775744,@jatenas @Amareto Abrazote enorme!! Sos un éxito!,2,abrazote enorme so éxito
141,802002493328785409,@conoche repollo Ud últimamente como que muy amargo,0,repollo ud últimamente mucho amargo
142,814456696194080768,@CNCOmusic reggaeton lento la canción del fin de año,1,lento canción fin año
143,809599585001816064,"@LisethBriceno rajado que si, lo voy a extrañar un poquito",0,rajado si ir extrañar poquito
144,811080053866057728,@vrandrd bueno igual la veré porque el protagonista es muy guapo,2,bueno igual ver protagonista mucho guapo
145,813521592462540800,@KaroRC4 hay unos que son casi misión imposible pero está super lindo,2,casi misión imposible pero super lindo
146,811041345288732672,"@AfichesManudos Con las rayas más gruesas, me gusta Pumas sabe lo que hace",2,raya grueso gustar puma saber hacer
147,794571617166704640,¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,2,ganadora felicidad hablar por mensaje gracias por participar
148,801682432231702529,"En Curridabat muy calmado, ni una gota de agua y hasta caliente está 20°v... #nomegusta",0,mucho calmado ni gota agua hasta caliente tv
149,801863340414955521,Juro que el próximo cuatri busco aparta con alguien no puedo con esto de estar sola,0,jurar próximo cuatro buscar apartar alguien no poder solo
150,809846303534514177,Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,0,necesitar ir hogar dormir dos hijo peludo gripe
151,798261817260863488,@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,2,solo digital entonces perfecto verdad muchísimos gracia abrazo costa rico puro vida
152,796303545674899456,No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,0,no saber ni tratar entender ir pasar fuente usual fallar
153,805546029877698560,Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,0,peor recibir clase restaurante fuerte olor comida hambre
154,795646557655826432,"En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro, habrá problemas.",1,servicio deber quedar mucho claro entregar él si no claro problema
155,808067430014656512,"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",1,mandalir jonathan dar tú hospital pasandolar mal operación solo ver tu video
156,803207109051564033,"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",2,buen día éxito yo sumar saber ir llevar mucho alegría persona sufrir
157,808122577818439688,Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,0,triste andar actividad no bailar ver mucho raro solo medio pista
158,807016182679097344,Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,2,lagartija haber mucho enamorado perrito cantar llamar él mismo hora diario él hacer mucho
159,773378686301016065,"@josdav17 nunca hacen nada, hasta que exista según ellos más evidencia o sea aparecer más de 4 veces al día en tu casa no es válido",0,nunca hacer nada hasta existir según él evidenciar aparecer vez día tu casa no válidir
160,807798427421704192,@Chuletta diay. Estuvo bonito. 5comentarios,2,dia bonito comentario
161,801189905112174592,Se lesiona Bale antes del clásico,0,lesiona valer clásico
162,808896048680861696,@HenAubSol17 yo estoy igual... Hoy pequé feo,0,yo igual hoy pequé feo
163,808489751816929280,"@ReinerJosueUH que raro, el mío si es real",1,raro si real
164,814995688723456001,@JuanamartinezH Seguirme es lo único que tienes que hacer.,1,seguirme único hacer
165,812688090015772672,"Desayuno guanacasteco Hoy es Nochebuena, hoy damos vueltita por Nicoya",2,desayuno hoy nochebuena hoy dar vueltita por nicola
166,801651061928972288,"@KimSalas21 La vida conspira en contra de uno, que injusto jaja.",0,vida conspirar contra injusto jaja
167,811453924830023681,Mi hermano y yo convertimos el comedor principal en un café internet,1,hermano yo convertimos comedor principal café internet
168,812132464919506944,"Quiero amigos que le gusten mis gustos musicales, ya tengo pero viven largo",1,querer amigo gustar gusto musical pero vivir largo
169,800897542041047040,"@Erito0513 Shi, pero como el año pasado no jajaja ah creo que no fuiste",1,shi pero año pasado no jajajar ah creer no
170,811638449077948416,@Bejardo ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,1,ahh no fijo pero caso especifico hablar solamente vestimentar
171,797115537910333441,"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",0,prir cancán hoy adivinir no por ser unico
172,806906404112134146,"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",0,malparido maldito malnacido carta willie full art serena nada
173,809374283306827777,@XiniaCH Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,1,xenia vida intención pero hacer imposible final día
174,795862004519104513,@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,2,no querer salirme agua termal mañana ir ver tal
175,808194490435571712,@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,1,delicia mamá casi no dejar meter gato pero encantar dormir aquí poder
176,802374903299239936,"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",1,si cel no interesar pero cosa ahí irremplazabl gracias por escribir
177,786237591569825792,@ilejarza ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.,2,mejor esperar emoción disco nuevo deseo tener tiempo digerir morir
178,760357231913119744,"Viendo Looking, Queers as Folk y así, me doy cuenta que nunca he tenido un grupo de mejores amigos gays. ¿alguien me adopta?",2,ver looking querés folk así dar cuenta nunca grupo mejor amigo gay alguien adoptar
179,808444195266510848,FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),1,fav si cr gustar pen no famoso nadie ir dar fav pues tendre consciencia limpio
180,774595982600253441,"El amanecer respirando o2 puro, es más que un regalo... más si es a las 6:00 am frente al mar... preparando la mente con meditación.",2,amanecer respirar puro regalo si am frente mar preparar mente meditación
181,797442154998198272,Ya no es tan divertido,0,no divertido
182,808342410543726594,Buen día @adruari ya le seguimos,2,buen día seguir
183,810948277957001216,Llevaba tiempo de no estar tan quemada,0,llevar tiempo no quemado
184,801576904981626883,@massiel_ml amiga siiii y la pobresa extrema sigue,1,amiga si pobre extremo seguir
185,812914757019779076,@__el_Negro ah mae que duro eso en este día,0,ah mae duro día
186,810126945807699968,@gaby_mata25 @LuisEs22 Fue la última vez que fuimos al cine,1,último vez cine
187,801084134525456384,"@AndreaVasRo @vulturgryphus Otra decepción... (me estoy haciendo la víctima dramática, obvio)",0,decepción hacer víctima dramático obvio
188,801648039345745920,Mis anteojos están demasiado flojos y eso que tienen meses de comprados,0,anteojo demasiado flojo mes comprado
189,809259678505046018,@valeriazumbado Esto es lo más triste :! Pero espero que el 24 sí,0,triste pero esperar
190,808189213392982016,"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",0,por dicho solo volver ver seguir dormir pero dar lástima
